성분명,성분코드,제품코드,제품명,업체명,특정연령,특정연령단위,연령처리조건,고시번호,고시일자,상세정보,급여여부
"acetaminophen,tramadol hydrochloride",480600ATB,59000960,케이셋세미정_(1정),주식회사케이에스제약,12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",480600ATB,59600100,업트라셋세미정_(1정),(주)킴스제약,12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",513000ATB,59600180,업트라셋정_(1정),(주)킴스제약,12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",480600ATB,60500290,메가아세돌세미정_(1정),(주)엘앤씨바이오,12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",513000ATB,60500320,메가아세돌정_(1정),(주)엘앤씨바이오,12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",514100ATR,73000340,건트라셋서방정_(1정),건일바이오팜주식회사,12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",513000ATR,73000350,건트라셋세미서방정_(1정),건일바이오팜주식회사,12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",513000ATB,621802220,아트라쿨정_(1정),(주)한국파비스제약,12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",514100ATR,621803580,아트라쿨서방정_(1정),(주)한국파비스제약,12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",513000ATR,621803590,아트라쿨세미서방정_(1정),(주)한국파비스제약,12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",480600ATB,621803710,아트라쿨세미정_(1정),(주)한국파비스제약,12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",513000ATB,622600230,씨엘트라정_(1정),(주)씨엘팜,12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",480600ATB,622600240,씨엘트라세미정_(1정),(주)씨엘팜,12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",513000ATB,622801730,트라플엠정_(1정),(주)마더스제약,12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",480600ATB,622802150,트라플엠세미정_(1정),(주)마더스제약,12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",480600ATB,623005310,아스트라셋세미정_(1정),한국신텍스제약(주),12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",513000ATB,623005320,아스트라셋정_(1정),한국신텍스제약(주),12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"brimonidine tartrate, timolol maleate (as timolol)",540900COS,624900501,콤비간점안액_(5mL),한국애브비(주),2,세 (3),미만 (1),20130047,2013-02-25,"안전성 및 유효성 미확립. 시판 후 조사에서 이 약을 투여 받은 신생아에서 무호흡, 서맥, 저혈압, 체온저하, 혼수상태, 졸음, 근긴장저하, 무기력, 창백, 호흡저하가 보고됨",급여
"acetaminophen,tramadol hydrochloride",513000ATB,625200220,이트라펜정_(1정),(주)화이트생명과학,12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",480600ATB,625200770,이트라펜세미정_(1정),(주)화이트생명과학,12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",513000ATB,628800140,파인미정_(1정),(주)휴비스트제약,12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",480600ATB,628800730,파인미세미정_(1정),(주)휴비스트제약,12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",480600ATB,628900230,아세돌세미정_(1정),(주)이든파마,12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",513000ATB,628900250,아세돌정_(1정),(주)이든파마,12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",513000ATB,629700710,아세타돌정_(1정),(주)오스코리아제약,12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",480600ATB,640004590,유토펜세미정_(1정),에이치케이이노엔(주),12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",513000ATB,640004600,유토펜정_(1정),에이치케이이노엔(주),12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",513000ATB,640901370,트라셋펜정_(1정),(주)일화,12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",480600ATB,640903990,트라셋펜세미정_(1정),(주)일화,12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",513000ATB,641500880,울트라맥정_(1정),맥널티제약(주),12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",480600ATB,641500910,울트라맥세미정_(1정),맥널티제약(주),12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",513000ATB,641606950,트라세타정_(1정),(주)대웅제약,12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",480600ATB,641606960,트라세타세미정_(1정),(주)대웅제약,12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",514100ATR,641607030,트라세타서방정_(1정),(주)대웅제약,12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",513000ATR,641607040,트라세타세미서방정_(1정),(주)대웅제약,12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",480600ATB,641801210,돌트람셋세미정_(1정),광동제약(주),12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",513000ATB,641801220,돌트람셋정_(1정),광동제약(주),12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"caffeine anhydrous, chlorpheniramine maleate, dihydrocodeine tartrate, DL-methylephedrine hydrochloride",267400ATB,641900090,네오메디코푸정_(1정),(주)보령,12,세 (3),미만 (1),20180088,2018-11-02,12세 미만 소아는 호흡억제 감수성이 큼. 12세 미만 소아에서 사망을 포함하는 중증 호흡억제 위험이 크다는 국외 보고 있음.,급여
"acetaminophen,tramadol hydrochloride",480600ATB,641904550,맥스노펜세미정_(1정),(주)보령,12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",513000ATB,641904560,맥스노펜정_(1정),(주)보령,12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",480600ATB,642001070,펜큐어세미정_(1정),현대약품(주),12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",513000ATB,642001080,펜큐어정_(1정),현대약품(주),12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"ammonium chloride, chlorpheniramine maleate, dihydrocodeine tartrate, DL-methylephedrine hydrochloride",532500ASY,642003611,코프원시럽_(20mL),현대약품(주),12,세 (3),미만 (1),20180088,2018-11-02,12세 미만 소아는 호흡억제 감수성이 큼. 12세 미만 소아에서 사망을 포함하는 중증 호흡억제 위험이 크다는 국외 보고 있음.,급여
"ammonium chloride, chlorpheniramine maleate, dihydrocodeine tartrate, DL-methylephedrine hydrochloride",532600ASY,642102281,코푸시럽_(500mL),(주)유한양행,12,세 (3),미만 (1),20180088,2018-11-02,12세 미만 소아는 호흡억제 감수성이 큼. 12세 미만 소아에서 사망을 포함하는 중증 호흡억제 위험이 크다는 국외 보고 있음.,급여
"ammonium chloride, chlorpheniramine maleate, dihydrocodeine tartrate, DL-methylephedrine hydrochloride",532500ASY,642102282,코푸시럽_(20mL),(주)유한양행,12,세 (3),미만 (1),20180088,2018-11-02,12세 미만 소아는 호흡억제 감수성이 큼. 12세 미만 소아에서 사망을 포함하는 중증 호흡억제 위험이 크다는 국외 보고 있음.,급여
"chlorpheniramine maleate, dihydrocodeine tartrate, guaifenesin, DL-methylephedrine hydrochloride",268000ATB,642102300,코푸정_(1정),(주)유한양행,12,세 (3),미만 (1),20180088,2018-11-02,12세 미만 소아는 호흡억제 감수성이 큼. 12세 미만 소아에서 사망을 포함하는 중증 호흡억제 위험이 크다는 국외 보고 있음.,급여
"ammonium chloride,chlorpheniramine maleate,dihydrocodeine tartrate,DL-methylephedrine hydrochloride",677200ASY,642105881,코푸시럽_(13mL),(주)유한양행,12,세 (3),미만 (1),20180088,2018-11-02,12세 미만 소아는 호흡억제 감수성이 큼. 12세 미만 소아에서 사망을 포함하는 중증 호흡억제 위험이 크다는 국외 보고 있음.,급여
"acetaminophen,tramadol hydrochloride",513000ATB,642304450,스트롱셋정_(1정),삼성제약(주),12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",480600ATB,642307790,스트롱셋세미정_(1정),삼성제약(주),12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",513000ATB,642401930,영트라셋정_(1정),영진약품(주),12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"ammonium chloride, chlorpheniramine maleate, dihydrocodeine tartrate, DL-methylephedrine hydrochloride",532500ASY,642404021,코디프로시럽_(20mL),영진약품(주),12,세 (3),미만 (1),20180088,2018-11-02,12세 미만 소아는 호흡억제 감수성이 큼. 12세 미만 소아에서 사망을 포함하는 중증 호흡억제 위험이 크다는 국외 보고 있음.,급여
"ammonium chloride, chlorpheniramine maleate, dihydrocodeine tartrate, DL-methylephedrine hydrochloride",532600ASY,642404023,코디프로시럽_(500mL),영진약품(주),12,세 (3),미만 (1),20180088,2018-11-02,12세 미만 소아는 호흡억제 감수성이 큼. 12세 미만 소아에서 사망을 포함하는 중증 호흡억제 위험이 크다는 국외 보고 있음.,급여
"acetaminophen,tramadol hydrochloride",513000ATB,642505230,파라마셋정_(1정),동아에스티(주),12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",480600ATB,642505240,파라마셋세미정_(1정),동아에스티(주),12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",514100ATR,642507230,파라마셋이알서방정_(1정),동아에스티(주),12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",513000ATR,642507270,파라마셋이알세미서방정_(1정),동아에스티(주),12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",480600ATB,642703040,타라마돌세미정_(1정),동화약품(주),12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",513000ATB,642703050,타라마돌정_(1정),동화약품(주),12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",480600ATB,642801070,울트라메트세미정_(1정),고려제약(주),12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",513000ATB,642801080,울트라메트정_(1정),고려제약(주),12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",513000ATB,642902710,세타마돌정_(1정),일동제약(주),12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",480600ATB,642902720,세타마돌세미정_(1정),일동제약(주),12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",480600ATB,643102330,아세트람세미정_(1정),(주)바이넥스,12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",513000ATB,643200540,세타돌정_(1정),동성제약(주),12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",480600ATB,643202380,세타돌세미정_(1정),동성제약(주),12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",480600ATB,643303210,래피셋세미정_(1정),(주)종근당,12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",513000ATB,643303220,래피셋정_(1정),(주)종근당,12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"chlorpheniramine maleate, dihydrocodeine tartrate, guaifenesin, DL-methylephedrine hydrochloride",268000ATB,643303510,코데닝정_(1정),(주)종근당,12,세 (3),미만 (1),20180088,2018-11-02,12세 미만 소아는 호흡억제 감수성이 큼. 12세 미만 소아에서 사망을 포함하는 중증 호흡억제 위험이 크다는 국외 보고 있음.,급여
"brimonidine tartrate, timolol maleate (as timolol)",800200COS,643308611,콤비벨라점안액(1회용)_(0.3mL),(주)종근당,2,세 (3),미만 (1),20110110,2011-06-28,"안전성 및 유효성 미확립. 시판 후 조사에서 이 약을 투여 받은 신생아에서 무호흡, 서맥, 저혈압, 체온저하, 혼수상태, 졸음, 근긴장저하, 무기력, 창백, 호흡저하가 보고됨",급여
"acetaminophen,tramadol hydrochloride",513000ATB,643504220,"트라스펜정(트라마돌,아세트아미노펜)_(1정)",한미약품(주),12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",480600ATB,643504230,"트라스펜세미정(트라마돌,아세트아미노펜)_(1정)",한미약품(주),12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",480600ATB,643702570,하이셋세미정_(1정),국제약품(주),12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",513000ATB,643702580,하이셋정_(1정),국제약품(주),12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"sulfamethoxazole, trimethoprim",311500ATB,643900680,셉트린정_(1정),삼일제약(주),2,개월 (2),미만 (1),20080090,2008-08-25,고빌리루빈혈증을 일으킬 수 있음,급여
"dexamethasone, neomycin sulfate, polymixin B sulfate",539800COO,643901601,포러스안연고_(3.5g),삼일제약(주),4,주 (1),미만 (1),20180088,2018-11-02,소아에서 코르티코스테로이드 유발성 고안압증 위험이 더 높을 수 있고 성인보다 더 일찍 발생할 수 있음.,급여
"dexamethasone, neomycin sulfate, polymixin B sulfate",539900COO,643901602,포러스안연고_(5g),삼일제약(주),4,주 (1),미만 (1),20180088,2018-11-02,소아에서 코르티코스테로이드 유발성 고안압증 위험이 더 높을 수 있고 성인보다 더 일찍 발생할 수 있음.,급여
"dexamethasone, neomycin sulfate, polymixin B sulfate",540200COS,643901611,"포러스점안액(수출명:Forus 포러스, Pomxane 폼세인)_(10mL)",삼일제약(주),4,주 (1),미만 (1),20180088,2018-11-02,소아에서 코르티코스테로이드 유발성 고안압증 위험이 더 높을 수 있고 성인보다 더 일찍 발생할 수 있음.,급여
"acetaminophen,tramadol hydrochloride",513000ATB,644002040,타미트라정_(1정),삼익제약(주),12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",480600ATB,644003090,타미트라세미정_(1정),삼익제약(주),12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",513000ATB,644102010,트라마셋정_(1정),제이더블유신약(주),12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"ammonium chloride, chlorpheniramine maleate, dihydrocodeine tartrate, DL-methylephedrine hydrochloride",532500ASY,644102563,코담시럽_(20mL/포(스틱)),제이더블유신약(주),12,세 (3),미만 (1),20180088,2018-11-02,12세 미만 소아는 호흡억제 감수성이 큼. 12세 미만 소아에서 사망을 포함하는 중증 호흡억제 위험이 크다는 국외 보고 있음.,급여
"acetaminophen,tramadol hydrochloride",514100ATR,644102690,트라마셋서방정_(1정),제이더블유신약(주),12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",513000ATR,644102740,트라마셋세미서방정_(1정),제이더블유신약(주),12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",513000ATB,644306010,슈퍼셋정_(1정),한국유나이티드제약(주),12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",480600ATB,644306140,슈퍼셋세미정_(1정),한국유나이티드제약(주),12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",513000ATB,644603270,젠트라셋정_(1정),조아제약(주),12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",480600ATB,644603280,젠트라셋세미정_(1정),조아제약(주),12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",513000ATB,644803360,스타리셋정_(1정),태극제약(주),12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"benserazide hydrochloride (as benserazide), levodopa",256000ACR,645000170,마도파에취비에스캅셀125_(1캡슐),(주)한국로슈,25,세 (3),미만 (1),20070030,2007-04-11,안전성 및 유효성 미확립. 동물실험에서 벤세라지드에 의해 골격기형이 나타남,급여
"benserazide hydrochloride (as benserazide), levodopa",256000ATD,645000210,마도파확산정125_(1정),(주)한국로슈,25,세 (3),미만 (1),20070030,2007-04-11,안전성 및 유효성 미확립. 동물실험에서 벤세라지드에 의해 골격기형이 나타남,급여
"acetaminophen,tramadol hydrochloride",513000ATB,645203440,웰트라정_(1정),(주)에이프로젠바이오로직스,12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",480600ATB,645208780,웰트라세미정_(1정),(주)에이프로젠바이오로직스,12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"dexamethasone, neomycin sulfate, polymixin B sulfate",539900COO,645300053,네오덱스안연고_(5g),한림제약(주),4,주 (1),미만 (1),20180088,2018-11-02,소아에서 코르티코스테로이드 유발성 고안압증 위험이 더 높을 수 있고 성인보다 더 일찍 발생할 수 있음.,급여
"acetaminophen,tramadol hydrochloride",480600ATB,645301170,엔시트라세미정_(1정),한림제약(주),12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"acetaminophen,tramadol hydrochloride",513000ATB,645301180,엔시트라정_(1정),한림제약(주),12,세 (3),미만 (1),20190041,2019-05-22,소아에서 생명에 치명적인 호흡 억제 및 사망 발생,급여
"brimonidine tartrate, timolol maleate (as timolol)",800200COS,645305071,브리딘플러스점안액_(0.3mL),한림제약(주),2,세 (3),미만 (1),20110110,2011-06-28,"안전성 및 유효성 미확립. 시판 후 조사에서 이 약을 투여 받은 신생아에서 무호흡, 서맥, 저혈압, 체온저하, 혼수상태, 졸음, 근긴장저하, 무기력, 창백, 호흡저하가 보고됨",급여
"brimonidine tartrate, timolol maleate (as timolol)",540900COS,645305131,브리딘플러스점안액_(5mL),한림제약(주),2,세 (3),미만 (1),20130047,2013-02-25,"안전성 및 유효성 미확립. 시판 후 조사에서 이 약을 투여 받은 신생아에서 무호흡, 서맥, 저혈압, 체온저하, 혼수상태, 졸음, 근긴장저하, 무기력, 창백, 호흡저하가 보고됨",급여
